PERIODO,MES,PER,DIRECTORIO,SECUENCIA_P,HOGAR,REGIS,AREA,CLASE,FEX_C18,Departamento,Tipo de vivienda,P4010,P4020,P4030S1,P4030S1A1,P4030S2,P4030S3,P4030S4,P4030S4A1,P4030S5,P70,P5000,P5010,P5020,P5030,P5040,P5050,P5070,P5080,P5090,P5090S1,P5100,P5110,P5130,P5140,P5222S1,P5222S2,P5222S3,P5222S4,P5222S5,P5222S6,P5222S7,P5222S8,P5222S9,P5222S10,P5222S8A1,Total de personas en el hogar
20240101,1,2024,7655976,1,1,1,5.0,1,2540.5698577,Antioquia,Apartamento,1,4,1,1.0,1,1,1,2.0,1,1,2,1,1,1.0,1,1,1,3.0,3,,,,,550000.0,,1.0,,,,,,,,,,3
20240101,1,2024,7655977,1,1,1,5.0,1,2226.8419578,Antioquia,Apartamento,1,4,1,2.0,1,1,1,2.0,1,1,3,1,1,1.0,1,1,1,3.0,3,,,,,570000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7655979,1,1,1,5.0,1,3423.4033939,Antioquia,Apartamento,1,4,1,1.0,1,1,1,2.0,1,1,4,2,1,1.0,1,1,1,3.0,1,,,180000000.0,1000000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7655980,1,1,1,5.0,1,6491.0240647,Antioquia,Apartamento,1,4,1,1.0,1,1,1,2.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,500000.0,,1.0,,,,,,,,,,4
20240101,1,2024,7655981,1,1,1,5.0,1,2173.8994824,Antioquia,Apartamento,1,4,1,1.0,1,1,1,2.0,1,1,2,2,1,1.0,1,1,1,3.0,2,,400000.0,50000000.0,600000.0,,,1.0,,1.0,,,,,,,,4
20240101,1,2024,7655982,1,1,1,5.0,1,3858.6803603,Antioquia,Apartamento,1,4,1,1.0,1,1,1,2.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,570000.0,,,,,,,,,1.0,,,4
20240101,1,2024,7655983,1,1,1,5.0,1,2243.6320347,Antioquia,Apartamento,1,2,1,1.0,1,1,1,2.0,1,1,3,3,1,1.0,1,1,1,3.0,3,,,,,400000.0,,1.0,,,,,,,,,,8
20240101,1,2024,7655984,1,1,1,5.0,1,1212.2493827,Antioquia,Apartamento,1,2,1,1.0,1,1,1,2.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,500000.0,,1.0,,,,,,,,,,4
20240101,1,2024,7655986,1,1,1,5.0,1,901.37418971,Antioquia,Apartamento,1,4,1,1.0,1,1,1,2.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,600000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7655987,1,1,1,5.0,1,2011.3716987,Antioquia,Apartamento,1,4,1,1.0,1,1,1,2.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,400000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7655991,1,1,1,5.0,1,1607.8203187,Antioquia,Apartamento,1,4,1,3.0,2,1,1,2.0,1,1,1,1,1,1.0,1,1,1,1.0,3,,,,,850000.0,,1.0,,,,,,,,,,1
20240101,1,2024,7655992,1,1,1,5.0,1,1543.8751292,Antioquia,Apartamento,1,4,1,3.0,1,1,1,2.0,1,1,2,1,1,1.0,1,1,1,3.0,3,,,,,950000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7655993,1,1,1,5.0,1,1381.6684719,Antioquia,Apartamento,1,4,1,3.0,2,1,1,2.0,1,1,1,1,1,1.0,1,1,1,4.0,3,,,,,735000.0,,1.0,,,,1.0,,,,,,1
20240101,1,2024,7655994,1,1,1,5.0,1,1402.9418216,Antioquia,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,2,1,1,1.0,1,1,1,4.0,3,,,,,410000.0,,,,,,,,,1.0,,,2
20240101,1,2024,7655995,1,1,1,5.0,1,1484.395054,Antioquia,Apartamento,1,4,1,2.0,2,1,1,2.0,1,1,4,2,1,1.0,1,1,1,4.0,1,,,98.0,800000.0,,,,,,,,,,1.0,,,2
20240101,1,2024,7655996,1,1,1,5.0,1,1653.3606473,Antioquia,Apartamento,1,4,1,2.0,1,1,1,2.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,600000.0,,1.0,,,,,,,,,,3
20240101,1,2024,7655997,1,1,1,5.0,1,2337.6188299,Antioquia,Apartamento,1,4,1,3.0,2,1,1,2.0,1,1,2,1,1,1.0,1,1,1,4.0,3,,,,,820000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7655998,1,1,1,5.0,1,1618.7441598,Antioquia,Casa,1,4,1,3.0,1,1,1,3.0,1,1,5,2,1,1.0,1,1,1,3.0,4,,,,1800000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7655999,1,1,1,5.0,1,649.17032362,Antioquia,Apartamento,1,4,1,3.0,1,1,1,2.0,1,1,4,3,1,1.0,1,1,1,3.0,3,,,,,1700000.0,,1.0,,,,,,,,,,4
20240101,1,2024,7656000,1,1,1,5.0,1,649.17032362,Antioquia,Apartamento,1,4,1,3.0,1,1,1,2.0,1,1,4,3,1,1.0,1,1,1,3.0,3,,,,,800000.0,,1.0,1.0,,,,,,,,,4
20240101,1,2024,7656001,1,1,1,5.0,1,799.30755726,Antioquia,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,1,3.0,3,,,,,1180000.0,,1.0,,,,,,,,,,5
20240101,1,2024,7656002,1,1,1,5.0,1,810.1686047,Antioquia,Apartamento,1,4,1,3.0,1,1,1,2.0,1,1,3,2,1,1.0,1,1,1,3.0,1,,,120000000.0,600000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656004,1,1,1,5.0,1,641.34483274,Antioquia,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,1,3.0,3,,,,,577000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7656005,1,1,1,5.0,1,739.46451406,Antioquia,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,1,3.0,4,,,,1000000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656006,1,1,1,5.0,1,805.00849831,Antioquia,Apartamento,1,4,1,1.0,1,1,1,2.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,600000.0,,1.0,,,,,,,,,,3
20240101,1,2024,7656007,1,1,1,5.0,1,657.70232887,Antioquia,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,1,3.0,4,,,,400000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656008,1,1,1,5.0,1,641.34483274,Antioquia,Apartamento,1,4,1,3.0,1,1,1,2.0,1,1,3,1,1,1.0,1,1,1,3.0,1,,,98.0,400000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656009,1,1,1,5.0,1,1618.7441598,Antioquia,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,4,1,1,1.0,1,1,1,3.0,4,,,,1400000.0,,,,,,,,,,1.0,,,1
20240101,1,2024,7656010,1,1,1,5.0,1,2174.6010757,Antioquia,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,1,3.0,1,,,98.0,1800000.0,,,,,,,,,,1.0,,,4
20240101,1,2024,7656012,1,1,1,5.0,1,1883.7006155,Antioquia,Apartamento,1,4,1,3.0,2,1,1,3.0,1,1,2,1,1,1.0,1,1,1,4.0,3,,,,,600000.0,,1.0,,,,,,,,,,1
20240101,1,2024,7656014,1,1,1,5.0,1,1094.4813016,Antioquia,Apartamento,1,4,1,3.0,2,1,1,2.0,1,1,4,1,1,1.0,1,1,1,4.0,6,,,,650000.0,,,1.0,,,,,,,,,,1
20240101,1,2024,7656015,1,1,1,5.0,1,3826.3529013,Antioquia,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,1,3.0,3,,,,,750000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7656016,1,1,1,5.0,1,3826.3529013,Antioquia,Casa,1,4,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,1,,,200000000.0,800000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656017,1,1,1,5.0,1,962.0172491,Antioquia,Apartamento,1,4,1,4.0,1,1,1,2.0,1,1,3,1,1,1.0,1,1,1,3.0,1,,,98.0,98.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656018,1,1,1,5.0,1,1006.0408925,Antioquia,Apartamento,1,4,1,4.0,1,1,1,2.0,1,1,2,1,1,1.0,1,1,1,3.0,1,,,98.0,600000.0,,,1.0,,,,,1.0,,,,,1
20240101,1,2024,7656019,1,1,1,5.0,1,1017.8708942,Antioquia,Apartamento,1,4,1,4.0,1,1,1,2.0,1,1,4,2,1,1.0,1,1,1,3.0,1,,,160000000.0,1000000.0,,,1.0,,,,,1.0,,,,,2
20240101,1,2024,7656020,1,1,1,5.0,1,1071.4618113,Antioquia,Apartamento,1,4,1,3.0,1,1,1,2.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,1100000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7656021,1,1,1,8.0,1,579.74042985,Atlántico,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,3,,,,,1500000.0,,1.0,,,,,1.0,,,,,3
20240101,1,2024,7656022,1,1,1,8.0,1,824.23613376,Atlántico,Apartamento,1,4,1,4.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,3,3.0,3,,,,,700000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7656023,1,1,1,8.0,1,753.24825573,Atlántico,Casa,1,4,1,5.0,1,1,1,3.0,1,1,4,2,1,1.0,1,1,1,3.0,1,,,400000000.0,2000000.0,,,1.0,,,,,1.0,,,,,3
20240101,1,2024,7656024,1,1,1,8.0,1,678.17446278,Atlántico,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,4,,,,700000.0,,,1.0,,,,,,,,,,4
20240101,1,2024,7656025,1,1,1,8.0,1,769.54953531,Atlántico,Casa,1,4,1,3.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,900000.0,,1.0,,,,,1.0,,,,,4
20240101,1,2024,7656026,1,1,1,8.0,1,3383.9188884,Atlántico,Casa,1,4,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,3,,,,,550000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7656027,1,1,1,11.0,1,2743.8488341,Bogotá D.C.,Casa,1,4,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,1,,,99.0,99.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656028,1,1,1,11.0,1,3743.4745197,Bogotá D.C.,Casa,1,4,1,3.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,1,3.0,1,,,250000000.0,1400000.0,,,1.0,1.0,,,,1.0,,,,,3
20240101,1,2024,7656029,1,1,1,11.0,1,1695.9386161,Bogotá D.C.,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,350000.0,,1.0,,,,,,,,,,3
20240101,1,2024,7656030,1,1,1,11.0,1,2857.2909995,Bogotá D.C.,Casa,1,4,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,600000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7656031,1,1,1,11.0,1,2711.7911817,Bogotá D.C.,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,1,3.0,3,,,,,350000.0,,1.0,,,,,,,,,,1
20240101,1,2024,7656032,1,1,1,11.0,1,1842.8718925,Bogotá D.C.,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,4,,,,500000.0,,,,,,,,,,1.0,,,2
20240101,1,2024,7656033,1,1,1,11.0,1,3883.9641874,Bogotá D.C.,Casa,1,4,1,2.0,1,1,1,3.0,1,1,6,3,1,1.0,1,1,1,3.0,1,,,300000000.0,1200000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656034,1,1,1,11.0,1,3917.0317069,Bogotá D.C.,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,1,3.0,3,,,,,600000.0,,,,,,,,,1.0,,,1
20240101,1,2024,7656035,1,1,1,11.0,1,2743.8488341,Bogotá D.C.,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,800000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7656036,1,1,1,11.0,1,2681.1266108,Bogotá D.C.,Casa,1,4,1,2.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,1,3.0,1,,,99.0,1200000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656037,1,1,1,11.0,1,3767.8102038,Bogotá D.C.,Casa,1,4,1,3.0,1,1,1,3.0,1,1,4,2,1,1.0,1,1,1,3.0,1,,,700000000.0,2500000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656038,1,1,1,11.0,1,5386.4982213,Bogotá D.C.,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,1,3.0,3,,,,,1000000.0,,1.0,,,,,,,,,,2
20240101,1,2024,7656039,1,1,1,11.0,1,5242.6334012,Bogotá D.C.,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,1,3.0,4,,,,700000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656040,1,1,1,11.0,1,4036.2785952,Bogotá D.C.,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,1,3.0,1,,,250000000.0,800000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656041,1,1,1,11.0,1,5007.7238358,Bogotá D.C.,Apartamento,1,4,1,2.0,2,1,1,3.0,1,1,1,1,1,1.0,1,1,6,,3,,,,,1500000.0,,1.0,,,,1.0,,,,,,1
20240101,1,2024,7656044,1,1,1,11.0,1,2889.0714438,Bogotá D.C.,Cuarto(s) en otro tipo de estructura,1,4,1,2.0,1,1,1,3.0,1,1,1,1,1,2.0,1,1,6,,3,,,,,320000.0,,,,,,,,,1.0,,,1
20240101,1,2024,7656046,1,1,1,11.0,1,4865.1572353,Bogotá D.C.,Apartamento,1,4,1,4.0,1,1,1,2.0,1,1,4,1,1,1.0,1,1,1,3.0,1,,,380000000.0,1200000.0,,1.0,,,,,,,,,,,2
20240101,1,2024,7656047,1,1,1,11.0,1,6036.095695,Bogotá D.C.,Apartamento,1,4,1,4.0,2,1,1,3.0,1,1,3,1,1,1.0,1,1,1,4.0,3,,,,,1700000.0,,1.0,,,,1.0,1.0,,,,,1
20240101,1,2024,7656048,1,1,1,11.0,1,2893.85305,Bogotá D.C.,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,1,1,1,1.0,1,1,1,3.0,3,,,,,500000.0,,,,,,,,,1.0,,,1
20240101,1,2024,7656049,1,1,1,11.0,1,4464.4788738,Bogotá D.C.,Apartamento,1,4,1,4.0,1,1,1,3.0,1,1,4,1,1,1.0,1,1,1,3.0,4,,,,2000000.0,,,1.0,,,,,,,,,,1
20240101,1,2024,7656051,1,1,1,13.0,1,498.66484584,Bolívar,Apartamento,1,2,1,1.0,2,1,1,3.0,1,1,3,2,1,1.0,1,1,3,4.0,3,,,,,200000.0,,,,,,,,,1.0,,,2
20240101,1,2024,7656052,1,1,1,13.0,1,610.87322558,Bolívar,Apartamento,1,4,1,1.0,1,1,1,3.0,1,3,2,1,1,2.0,1,1,1,3.0,6,,,,300000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656052,2,2,1,13.0,1,610.87322558,Bolívar,Apartamento,1,4,1,1.0,1,1,1,3.0,1,3,3,2,1,2.0,1,1,1,3.0,6,,,,400000.0,,,1.0,,,,,,,,,,5
20240101,1,2024,7656052,3,3,1,13.0,1,610.87322558,Bolívar,Apartamento,1,4,1,1.0,1,1,1,3.0,1,3,2,1,1,2.0,1,1,1,3.0,6,,,,300000.0,,,1.0,,,,,,,,,,4
20240101,1,2024,7656053,1,1,1,13.0,1,509.20441253,Bolívar,Apartamento,1,4,1,1.0,1,1,1,3.0,1,1,2,2,1,1.0,1,1,3,3.0,4,,,,400000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656054,1,1,1,13.0,1,498.85049446,Bolívar,Apartamento,1,2,1,1.0,1,1,1,3.0,1,2,6,4,1,2.0,1,1,1,3.0,1,,,250000000.0,600000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656054,2,2,1,13.0,1,498.85049446,Bolívar,Apartamento,1,2,1,1.0,1,1,1,3.0,1,2,2,1,1,2.0,1,1,1,3.0,4,,,,500000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656055,1,1,1,13.0,1,523.14890061,Bolívar,Apartamento,1,4,1,1.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,1,3.0,3,,,,,550000.0,,,,,,,,,1.0,,,6
20240101,1,2024,7656056,1,1,1,13.0,1,322.70978097,Bolívar,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,3,3.0,7,FAMILIAR,,,700000.0,,,,,,,,,,1.0,,,2
20240101,1,2024,7656057,1,1,1,13.0,1,523.70531188,Bolívar,Apartamento,1,2,1,1.0,2,1,1,3.0,1,1,3,2,1,1.0,1,1,1,1.0,1,,,98.0,250000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656058,1,1,1,13.0,1,394.02039858,Bolívar,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,7,FAMILIAR,,,700000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656059,1,1,1,13.0,1,326.52618527,Bolívar,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,2,3.0,3,,,,,500000.0,,,,,,,,,1.0,,,3
20240101,1,2024,7656060,1,1,1,13.0,1,684.33427889,Bolívar,Apartamento,1,4,1,1.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,500000.0,,1.0,,,,,,,,,,3
20240101,1,2024,7656061,1,1,1,13.0,1,684.33427889,Bolívar,Apartamento,1,2,1,1.0,1,1,1,3.0,1,1,4,2,1,1.0,1,1,1,3.0,4,,,,550000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656064,1,1,1,13.0,1,488.12009487,Bolívar,Apartamento,1,2,1,1.0,1,1,1,3.0,1,1,4,2,1,1.0,1,1,1,3.0,4,,,,400000.0,,,1.0,,,,,,,,,,4
20240101,1,2024,7656065,1,1,1,13.0,1,600.51064892,Bolívar,Apartamento,1,4,1,1.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,500000.0,,1.0,,,,,,,,,,3
20240101,1,2024,7656066,1,1,1,13.0,1,541.99716124,Bolívar,Apartamento,1,2,1,1.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,1,3.0,6,,,,500000.0,,,1.0,,,,,,,,,,4
20240101,1,2024,7656067,1,1,1,13.0,1,868.59576005,Bolívar,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,1,,,99.0,1300000.0,,,1.0,,,,,1.0,,,,,3
20240101,1,2024,7656068,1,1,1,13.0,1,659.74661606,Bolívar,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,1,3.0,3,,,,,1350000.0,,1.0,,,,,,,,,,4
20240101,1,2024,7656069,1,1,1,13.0,1,373.75201079,Bolívar,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,4,1,1,1.0,1,1,1,3.0,6,,,,600000.0,,,1.0,,,,,1.0,,,,,3
20240101,1,2024,7656070,1,1,1,13.0,1,381.82865903,Bolívar,Apartamento,1,2,1,1.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,350000.0,,1.0,,,,,,,,,,4
20240101,1,2024,7656072,1,1,1,13.0,1,627.45298841,Bolívar,Apartamento,1,2,1,1.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,4,,,,150000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656073,1,1,1,13.0,1,327.39378648,Bolívar,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,1,3.0,3,,,,,600000.0,,,,,,,,,1.0,,,3
20240101,1,2024,7656074,1,1,1,13.0,1,997.32969168,Bolívar,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,1,3.0,2,,2500000.0,98.0,1200000.0,,,1.0,,1.0,,,,,,,,2
20240101,1,2024,7656075,1,1,1,13.0,1,287.18183998,Bolívar,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,3,,,,,500000.0,,1.0,,,,,,,,,,4
20240101,1,2024,7656076,1,1,1,13.0,1,571.14020384,Bolívar,Apartamento,1,2,1,1.0,1,1,1,3.0,1,1,5,1,1,1.0,1,1,4,3.0,3,,,,,150000.0,,,,,,,,,1.0,,,1
20240101,1,2024,7656077,1,1,1,13.0,1,726.509842,Bolívar,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,3,,,,,500000.0,,1.0,,,,,,,,,,3
20240101,1,2024,7656078,1,1,1,13.0,1,362.44187592,Bolívar,Casa,1,2,1,1.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,3,,,,,260000.0,,,,,,,,,1.0,,,6
20240101,1,2024,7656079,1,1,1,13.0,1,367.05955208,Bolívar,Apartamento,1,2,1,1.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,3,3.0,3,,,,,300000.0,,,,,,,,,1.0,,,5
20240101,1,2024,7656080,1,1,1,13.0,1,521.88486859,Bolívar,Casa,1,2,1,1.0,1,1,1,3.0,1,2,2,1,1,2.0,1,1,3,3.0,7,FAMILIAR,,,200000.0,,,,,,,,,,1.0,,,3
20240101,1,2024,7656080,2,2,1,13.0,1,521.88486859,Bolívar,Casa,1,2,1,1.0,1,1,1,3.0,1,2,2,1,1,2.0,1,1,3,3.0,7,FAMILIAR,,,150000.0,,,,,,,,,,1.0,,,3
20240101,1,2024,7656081,1,1,1,13.0,1,369.93091421,Bolívar,Casa,1,2,1,1.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,7,FAMILIAR,,,400000.0,,,,,,,,,,1.0,,,4
20240101,1,2024,7656082,1,1,1,13.0,1,491.17580755,Bolívar,Apartamento,1,4,1,1.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,7,FAMILIAR,,,300000.0,,,,,,,,,,1.0,,,4
20240101,1,2024,7656083,1,1,1,13.0,1,430.55336088,Bolívar,Apartamento,1,2,1,1.0,1,1,1,3.0,1,1,2,2,1,1.0,1,1,2,3.0,3,,,,,350000.0,,1.0,,,,,,,,,,4
20240101,1,2024,7656084,1,1,1,13.0,1,599.31816467,Bolívar,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,1,3.0,1,,,98.0,800000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656085,1,1,1,13.0,1,379.62432007,Bolívar,Casa,1,4,1,1.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,1,3.0,1,,,100000000.0,600000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656086,1,1,1,13.0,1,510.81567191,Bolívar,Apartamento,1,2,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,7,FAMILIAR,,,400000.0,,,1.0,,,,,,,,,,3
20240101,1,2024,7656087,1,1,1,13.0,1,997.32969168,Bolívar,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,4,2,1,1.0,1,1,3,3.0,2,,2500000.0,98.0,2300000.0,,,1.0,,,,,1.0,,,,,2
20240101,1,2024,7656088,1,1,1,13.0,1,428.78612709,Bolívar,Apartamento,1,2,1,2.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,4,,,,500000.0,,,1.0,,,,,,,,,,4
20240101,1,2024,7656089,1,1,1,13.0,1,601.16344585,Bolívar,Apartamento,1,4,1,1.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,3,3.0,1,,,80000000.0,350000.0,,,,,,,,,,1.0,,,4
20240101,1,2024,7656090,1,1,1,13.0,1,898.10772603,Bolívar,Apartamento,1,4,1,3.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,2,,2800000.0,98.0,1200000.0,,,1.0,,,,,1.0,,,,,3
20240101,1,2024,7656091,1,1,1,13.0,1,630.61266322,Bolívar,Casa,1,4,1,1.0,1,1,1,3.0,1,2,2,1,1,2.0,1,1,3,3.0,1,,,80000000.0,500000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656091,2,2,1,13.0,1,630.61266322,Bolívar,Casa,1,4,1,1.0,1,1,1,3.0,1,2,2,1,1,2.0,1,1,3,3.0,4,,,,600000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656092,1,1,1,13.0,1,562.44255103,Bolívar,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,3,3.0,3,,,,,750000.0,,1.0,,,,,,,,,,4
20240101,1,2024,7656093,1,1,1,13.0,1,417.54955,Bolívar,Casa,1,4,1,1.0,1,1,1,3.0,1,1,3,2,1,1.0,1,1,3,3.0,1,,,60000000.0,500000.0,,,1.0,,,,,,,,,,5
20240101,1,2024,7656094,1,1,1,13.0,1,625.0443408,Bolívar,Apartamento,1,4,1,2.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,3,3.0,3,,,,,700000.0,,1.0,,,,,,,,,,4
20240101,1,2024,7656095,1,1,1,13.0,1,188.56646124,Bolívar,Casa,1,4,1,1.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,1,3.0,1,,,120000000.0,600000.0,,,1.0,,,,,,,,,,6
20240101,1,2024,7656096,1,1,1,13.0,1,571.14020384,Bolívar,Apartamento,1,4,1,1.0,1,1,1,3.0,1,1,3,1,1,1.0,1,1,2,1.0,5,,,,1000000.0,,1.0,,,,,,,,,,,1
20240101,1,2024,7656097,1,1,1,13.0,1,609.23945185,Bolívar,Apartamento,1,2,1,1.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,3,3.0,4,,,,350000.0,,,,,,,,,,1.0,,,3
20240101,1,2024,7656098,1,1,1,13.0,1,317.72331699,Bolívar,Casa,1,4,1,2.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,3,3.0,3,,,,,850000.0,,1.0,,,,,,,,,,5
20240101,1,2024,7656099,1,1,1,13.0,1,473.7753827,Bolívar,Casa,1,4,1,4.0,1,1,1,3.0,1,1,4,2,1,1.0,1,1,1,3.0,1,,,98.0,4000000.0,,,1.0,,,,,,,,,,2
20240101,1,2024,7656100,1,1,1,13.0,1,426.00701346,Bolívar,Apartamento,1,2,1,1.0,1,1,1,3.0,1,1,2,1,1,1.0,1,1,3,3.0,4,,,,350000.0,,,,,,,1.0,,,,,,4
20240101,1,2024,7656101,1,1,1,13.0,1,461.98743215,Bolívar,Apartamento,1,4,1,4.0,1,1,1,3.0,1,1,4,3,1,1.0,1,1,3,3.0,1,,,380000000.0,1300000.0,,,1.0,,,,,,,,,,4
20240101,1,2024,7656102,1,1,1,13.0,1,581.77565348,Bolívar,Apartamento,1,4,1,4.0,1,1,1,3.0,1,1,4,1,1,1.0,1,1,3,3.0,3,,,,,900000.0,,1.0,,,,,,,,,,2
